name	score	s1	s2
isolation_site_sam	0.8861307	obsidian hot spring in yellowstone national park	hot spring from obsidian pool at yellowstone natl park
isolation_site_sam	0.8544013	hot station aloha north pacific sub-tropical gyre	station kn192-5-11 south atlantic sub-tropical gyre
isolation_site_sam	0.88271624	hot station aloha north pacific sub-tropical gyre	north pacific sub-tropical gyre hawaii ocean time-series hot station aloha
isolation_site_sam	0.9255055	south altlantic sub-tropical gyre station kn192-5-11	station kn192-5-11 south atlantic sub-tropical gyre
isolation_site_sam	0.8622999	rumen bovine rumen	sheep rumen
isolation_site_sam	0.8580756	pig faeces	piglet feces
isolation_site_sam	0.93448377	surface soil of a ginseng field	soil of a ginseng field
isolation_site_sam	0.8833232	rice plant residue in flooded rice-field soil in japan	rice plant residue in anoxic rice-field soil in yamagata japan
isolation_site_sam	0.85835576	bovine rumen	sheep rumen
isolation_site_sam	0.97518295	bovine rumen	rumen bovine rumen
isolation_site_sam	0.86668605	lake washington sediment	lake washington
isolation_site_sam	0.91768706	water sample	water samples
isolation_site_sam	0.95027405	lammermoor otago nzz	lammermoor otago nz
isolation_site_sam	0.86175215	oryza sativa japan	oryza sativa
isolation_site_sam	0.94276077	hot springs	hot spring
isolation_site_sam	0.875623	hot springs	saline hot springs
isolation_site_sam	0.8607802	warm spring	hot spring
isolation_site_sam	0.9577175	lake magadi in kenya	kenya lake magadi
isolation_site_sam	0.8662385	sea-water sample	sea water
isolation_site_sam	0.8672797	marine sediment from beach	marine sediment
isolation_site_sam	0.8588416	soil quebec canada	soil ottawa canada
isolation_site_sam	0.90737367	3rd stage fly larvae of the parasitic fly wohlfahrtia magnifica	l1 and l2 stage larvae of the obligate parasitic fly wohlfarthia magnifica
isolation_site_sam	0.887486	clinical specimen	human clinical specimen
isolation_site_sam	0.87149525	arctic marine sediment	marine sediment
isolation_site_sam	0.91461277	arctic marine sediment	marine sediment of the arctic ocean
isolation_site_sam	0.8504853	cow rumen	sheep rumen
isolation_site_sam	0.8949224	cow rumen	rumen bovine rumen
isolation_site_sam	0.9153771	cow rumen	bovine rumen
isolation_site_sam	0.8724395	cow rumen	cow rumen fluid
isolation_site_sam	0.8550546	rumen	rumen bovine rumen
isolation_site_sam	0.85271215	rumen	bovine rumen
isolation_site_sam	0.8536923	rumen	cow rumen
isolation_site_sam	0.8659191	sheep rumen australia	sheep rumen
isolation_site_sam	0.94085836	soil ginseng field	soil of a ginseng field
isolation_site_sam	0.8795508	soil ginseng field	surface soil of a ginseng field
isolation_site_sam	0.92419076	experimental mesocosm filled with a mixture of water from the dead sea and the red sea	experimental mesocosm filled with a mixture of water from the dead sea and the red sea israel sedom
isolation_site_sam	0.96621764	lotus corniculatus nodule	lotus corniculatus root nodule
isolation_site_sam	0.9943342	anaerobic lagoon of dairy wastewater treatment plant in colombia	anaerobic lagoon of a dairy wastewater treatment plant in colombia
isolation_site_sam	0.85329926	number km north of carnarvon	number km s carnarvon
isolation_site_sam	0.97837055	hot solfataric spring iceland	hot solfataric spring from iceland
isolation_site_sam	0.8503774	deep-sea hydrothermal vent chimney japan iheya north hydrothermal field in the mid-okinawa trough	deep-sea sediments at the hatoma knoll in the mid-okinawa trough hydrothermal field in japan
isolation_site_sam	0.991191	south atlantic sub-tropical gyre station kn192-5-11	station kn192-5-11 south atlantic sub-tropical gyre
isolation_site_sam	0.9348782	south atlantic sub-tropical gyre station kn192-5-11	south altlantic sub-tropical gyre station kn192-5-11
isolation_site_sam	0.88956267	tidal flat sediment daepo beach yellow sea south korea	tidal flat sediment of the yellow sea korea
isolation_site_sam	0.9601295	fluidized-bed reactor treating acidic water containing metal and sulfate	sulfidogenic fluidized-bed reactor treating acidic metal- and sulfate-containing water finland
