name	score	s1	s2
redox_potential_sam	0.86772364	numeric mv	numeric mv orp
redox_potential_sam	0.8721819	number	number to number
redox_potential_sam	0.86130345	missing not collected	missing
redox_potential_sam	0.88627434	missing not collected	missing not provided
