name	score	s1	s2
experimental_factor__strain_exp	0.8506178	r2_22	r2_49
experimental_factor__strain_exp	0.8694702	r2_22	r1_23
experimental_factor__strain_exp	0.9383358	6.1.d	1.1.d
experimental_factor__strain_exp	0.90084803	17.2.d	1.1.d
experimental_factor__strain_exp	0.9103673	17.2.d	6.1.d
experimental_factor__strain_exp	0.95292234	9.1.d	1.1.d
experimental_factor__strain_exp	0.9559436	9.1.d	6.1.d
experimental_factor__strain_exp	0.92276937	9.1.d	17.2.d
experimental_factor__strain_exp	0.8775861	tj2271	tj2293
experimental_factor__strain_exp	0.97601223	tj2295	tj2293
experimental_factor__strain_exp	0.8999206	tj2295	tj2271
experimental_factor__strain_exp	0.9872489	19.5.b	19.4.b
experimental_factor__strain_exp	0.95430815	22.3.b	19.4.b
experimental_factor__strain_exp	0.9450582	22.3.b	19.5.b
experimental_factor__strain_exp	0.85490096	r3_8	r3_29
experimental_factor__strain_exp	0.99085134	cast x c57 f1	c57 x cast f1
experimental_factor__strain_exp	0.8668798	19.1.c	8.6.c
experimental_factor__strain_exp	0.86401063	r2_13	r2_49
experimental_factor__strain_exp	0.87775064	r2_13	r1_23
experimental_factor__strain_exp	0.8806577	r2_13	r2_22
experimental_factor__strain_exp	0.8960866	r2_57	r2_49
experimental_factor__strain_exp	0.8642423	r2_57	r2_13
experimental_factor__strain_exp	0.9459175	7.4.c	8.6.c
experimental_factor__strain_exp	0.89998317	7.4.c	19.1.c
experimental_factor__strain_exp	0.88930243	5.4.d	1.1.d
experimental_factor__strain_exp	0.9377699	5.4.d	6.1.d
experimental_factor__strain_exp	0.90622264	5.4.d	17.2.d
experimental_factor__strain_exp	0.91968995	5.4.d	9.1.d
experimental_factor__strain_exp	0.862477	r1_4	r1_23
experimental_factor__strain_exp	0.8684598	r1_4	r3_8
experimental_factor__strain_exp	0.8979747	t1981	t1923
experimental_factor__strain_exp	0.8896605	r2_25	r2_49
experimental_factor__strain_exp	0.90179193	r2_25	r2_22
experimental_factor__strain_exp	0.87770593	r2_25	r2_13
