name	score	s1	s2
fiber_sam	0.9110959	31,60	27,60
fiber_sam	0.8786253	58,90	23,90
fiber_sam	0.88982135	15,60	27,60
fiber_sam	0.89751434	15,60	31,60
fiber_sam	0.8896814	14,60	27,60
fiber_sam	0.8894462	14,60	31,60
fiber_sam	0.95389754	14,60	15,60
fiber_sam	0.94014025	36,10	34,10
fiber_sam	0.86245227	27,20	12,20
fiber_sam	0.88663864	15,20	12,20
fiber_sam	0.8896865	15,20	27,20
fiber_sam	0.9366075	13,80	16,80
fiber_sam	0.85795736	13,80	73,80
fiber_sam	0.889137	5,90	23,90
fiber_sam	0.87789655	5,90	58,90
fiber_sam	0.86857057	23,20	12,20
fiber_sam	0.9170229	23,20	27,20
fiber_sam	0.885352	23,20	15,20
fiber_sam	0.88076544	20,20	12,20
fiber_sam	0.9060097	20,20	27,20
fiber_sam	0.91291773	20,20	15,20
fiber_sam	0.91605306	20,20	23,20
fiber_sam	0.94168925	14,80	16,80
fiber_sam	0.95942736	14,80	13,80
fiber_sam	0.9013303	11,50	31,50
fiber_sam	0.93335056	26,90	23,90
fiber_sam	0.8698648	26,90	58,90
fiber_sam	0.8711053	26,90	5,90
fiber_sam	0.86233884	55,10	34,10
fiber_sam	0.85486007	55,10	36,10
fiber_sam	0.89742583	16,90	23,90
fiber_sam	0.86038125	16,90	58,90
fiber_sam	0.90467525	16,90	5,90
fiber_sam	0.90005946	16,90	26,90
fiber_sam	0.8575945	58,10	34,10
fiber_sam	0.9294512	58,10	55,10
fiber_sam	0.8581381	36,40	47,40
fiber_sam	0.92817235	42,40	47,40
fiber_sam	0.89803016	42,40	36,40
fiber_sam	0.92855763	13,20	12,20
fiber_sam	0.8713671	13,20	27,20
fiber_sam	0.9061662	13,20	15,20
fiber_sam	0.8830708	13,20	23,20
fiber_sam	0.862826	13,20	20,20
fiber_sam	0.90602225	41,10	34,10
fiber_sam	0.90204114	41,10	36,10
fiber_sam	0.9016358	41,10	55,10
fiber_sam	0.88689053	41,10	58,10
fiber_sam	0.8718359	57,60	27,60
fiber_sam	0.861221	57,60	31,60
fiber_sam	0.86827946	57,60	15,60
fiber_sam	0.8722006	57,60	14,60
fiber_sam	0.9238086	19,30	20,30
fiber_sam	0.87452036	19,30	37,30
fiber_sam	0.8593618	29,40	36,40
fiber_sam	0.88447005	29,40	42,40
fiber_sam	0.8713492	19,50	31,50
fiber_sam	0.9017977	19,50	11,50
fiber_sam	0.8826313	52,10	34,10
fiber_sam	0.8727095	52,10	36,10
fiber_sam	0.854782	52,10	11,50
fiber_sam	0.9315933	52,10	55,10
fiber_sam	0.92441285	52,10	58,10
fiber_sam	0.9101714	52,10	41,10
fiber_sam	0.8761136	20,60	27,60
fiber_sam	0.85667235	20,60	31,60
fiber_sam	0.9086398	20,60	15,60
fiber_sam	0.8953671	20,60	14,60
