name	score	s1	s2
dissolved_oxygen_sam	0.9138982	315,8683431	288,9147581
dissolved_oxygen_sam	0.87582844	277,9435537	279,026888
dissolved_oxygen_sam	0.8900944	277,9435537	288,9147581
dissolved_oxygen_sam	0.8504189	277,9435537	315,8683431
dissolved_oxygen_sam	0.8548837	310,7994754	315,8683431
dissolved_oxygen_sam	0.8899059	310,7994754	277,9435537
dissolved_oxygen_sam	0.8887907	245,8144211	288,9147581
dissolved_oxygen_sam	0.880853	245,8144211	315,8683431
dissolved_oxygen_sam	0.89815694	10,36	10,35
dissolved_oxygen_sam	0.8891138	10,36	10,37
dissolved_oxygen_sam	0.8709266	8,62	7,61
dissolved_oxygen_sam	0.87314296	389,88	8,88
dissolved_oxygen_sam	0.8534292	9,81	9,84
dissolved_oxygen_sam	0.8602244	9,81	7,82
dissolved_oxygen_sam	0.868474	6,85	10,86
dissolved_oxygen_sam	0.87277746	259,7577569	277,9435537
dissolved_oxygen_sam	0.8632568	259,7577569	310,7994754
dissolved_oxygen_sam	0.95854986	5,85	6,85
dissolved_oxygen_sam	0.90979993	7,81	7,82
dissolved_oxygen_sam	0.9555404	7,81	9,81
dissolved_oxygen_sam	0.9093792	414,89	389,88
dissolved_oxygen_sam	0.9563873	8,61	7,61
dissolved_oxygen_sam	0.9257943	8,61	8,62
dissolved_oxygen_sam	0.9675601	numeric	numeric numeric
dissolved_oxygen_sam	0.8579062	numeric	numeric do
dissolved_oxygen_sam	0.86200106	8,54	8,52
dissolved_oxygen_sam	0.89656043	8,54	9,53
dissolved_oxygen_sam	0.90236545	240,72	194,72
dissolved_oxygen_sam	0.8679745	6,79	9,81
dissolved_oxygen_sam	0.8861867	6,79	7,81
dissolved_oxygen_sam	0.86092365	4,78	6,79
dissolved_oxygen_sam	0.8788693	364,87	389,88
dissolved_oxygen_sam	0.85328716	364,87	414,89
dissolved_oxygen_sam	0.95341116	9,01	10,01
dissolved_oxygen_sam	0.8719621	5,63	8,62
dissolved_oxygen_sam	0.857846	5,63	8,61
dissolved_oxygen_sam	0.88393724	290,884173	288,9147581
dissolved_oxygen_sam	0.89571893	290,884173	315,8683431
dissolved_oxygen_sam	0.92862296	8,01	10,01
dissolved_oxygen_sam	0.9524542	8,01	9,01
dissolved_oxygen_sam	0.9140905	16,52	8,52
dissolved_oxygen_sam	0.89232975	9,47	11,49
dissolved_oxygen_sam	0.88540536	9,38	10,37
dissolved_oxygen_sam	0.91798675	9,38	1,38
dissolved_oxygen_sam	0.861941	10,46	10,43
dissolved_oxygen_sam	0.8754134	10,46	9,47
dissolved_oxygen_sam	0.9377573	10,52	8,52
dissolved_oxygen_sam	0.85139453	10,52	9,53
dissolved_oxygen_sam	0.9249681	10,52	16,52
dissolved_oxygen_sam	0.85940653	10,09	10,01
dissolved_oxygen_sam	0.85362154	10,09	9,01
dissolved_oxygen_sam	0.8977413	11,33	11,34
dissolved_oxygen_sam	0.90273464	11,33	9,33
dissolved_oxygen_sam	0.86009294	7,83	9,84
dissolved_oxygen_sam	0.8973477	7,83	7,82
dissolved_oxygen_sam	0.85609347	7,83	7,81
dissolved_oxygen_sam	0.8520176	9,58	9,53
dissolved_oxygen_sam	0.91999376	9,58	9,59
dissolved_oxygen_sam	0.8760997	4,62	7,61
dissolved_oxygen_sam	0.92735046	4,62	8,62
dissolved_oxygen_sam	0.876503	4,62	8,61
dissolved_oxygen_sam	0.89715695	4,62	5,63
dissolved_oxygen_sam	0.9002135	5,36	10,36
dissolved_oxygen_sam	0.8505105	244,2462204	245,8144211
dissolved_oxygen_sam	0.8889867	11,13	11,14
dissolved_oxygen_sam	0.8573625	11,13	11,11
dissolved_oxygen_sam	0.9146571	391,22	345,22
dissolved_oxygen_sam	0.8625598	339,42	6,42
dissolved_oxygen_sam	0.9628048	9,86	10,86
dissolved_oxygen_sam	0.8693918	9,86	9,84
dissolved_oxygen_sam	0.88331115	9,86	6,85
dissolved_oxygen_sam	0.85194504	9,86	5,85
dissolved_oxygen_sam	0.87652785	11,24	11,23
dissolved_oxygen_sam	0.8620799	7,14	11,14
dissolved_oxygen_sam	0.8609217	9,44	343,44
dissolved_oxygen_sam	0.85309136	9,44	10,43
dissolved_oxygen_sam	0.9481389	9,36	10,36
dissolved_oxygen_sam	0.91065896	9,36	5,36
dissolved_oxygen_sam	0.8797581	9,08	10,09
dissolved_oxygen_sam	0.8515669	9,08	338,08
dissolved_oxygen_sam	0.88399065	17,42	6,42
dissolved_oxygen_sam	0.9274823	11,83	7,83
dissolved_oxygen_sam	0.91429114	7,36	10,36
dissolved_oxygen_sam	0.9304093	7,36	5,36
