name	score	s1	s2
tumor_size_sam	0.915151	3.5x2	5x2.5x2.5
tumor_size_sam	0.8601398	4.8×4.0	5.5×4.0×1.5
tumor_size_sam	0.89616203	5.5x3.0x2.5	5x2.5x2.5
tumor_size_sam	0.90139604	2.5x1.5x0.4	5x2.5x2.5
tumor_size_sam	0.8737285	2.5x1.5x0.4	3.5x2
tumor_size_sam	0.89762235	2.5x1.5x0.4	5.5x3.0x2.5
tumor_size_sam	0.8513044	1.5x1.5x1	3.5x2
tumor_size_sam	0.8875326	1.5x1.5x1	2.5x1.5x0.4
tumor_size_sam	0.86954594	3.3x2.8	3.5x2
tumor_size_sam	0.86646324	2×1.5	5.5×4.0×1.5
tumor_size_sam	0.9359218	5.5×5.0	5.5×4.0×1.5
tumor_size_sam	0.86377287	5.5×5.0	4.8×4.0
tumor_size_sam	0.85800695	3x2x1	2x1
tumor_size_sam	0.9205364	5.5x5	5x2.5x2.5
tumor_size_sam	0.89450514	5.5x5	3.5x2
tumor_size_sam	0.8520607	5.5x5	5.5x3.0x2.5
tumor_size_sam	0.8507029	5.5x5	2.5x1.5x0.4
tumor_size_sam	0.94117165	2x1.1	2x1
tumor_size_sam	0.8584463	3.5x3.2x1	5x2.5x2.5
tumor_size_sam	0.9343072	3.5x3.2x1	3.5x2
tumor_size_sam	0.8918979	3.5x3.2x1	2x1
tumor_size_sam	0.8748094	3.5x3.2x1	2.5x1.5x0.4
tumor_size_sam	0.9013957	3.5x3.2x1	1.5x1.5x1
tumor_size_sam	0.87333155	3.5x3.2x1	3.3x2.8
tumor_size_sam	0.90679526	3.5x3.2x1	2x1.1
tumor_size_sam	0.88448447	4.5x4.3x2.2	5x2.5x2.5
tumor_size_sam	0.9225685	4.5x4.3x2.2	3.5x2
tumor_size_sam	0.8918764	4.5x4.3x2.2	2.5x1.5x0.4
tumor_size_sam	0.9049039	4.5x4.3x2.2	3.3x2.8
tumor_size_sam	0.93418527	4.5x4.3x2.2	3.5x3.2x1
tumor_size_sam	0.8619727	3x2.2x1	3.5x2
tumor_size_sam	0.9473115	3x2.2x1	2x1
tumor_size_sam	0.8999332	3x2.2x1	3x2x1
tumor_size_sam	0.9151931	3x2.2x1	2x1.1
tumor_size_sam	0.9275754	3x2.2x1	3.5x3.2x1
tumor_size_sam	0.8730122	3x2.2x1	4.5x4.3x2.2
tumor_size_sam	0.87369037	2.5x1.5x0.6	5x2.5x2.5
tumor_size_sam	0.87474966	2.5x1.5x0.6	5.5x3.0x2.5
tumor_size_sam	0.974789	2.5x1.5x0.6	2.5x1.5x0.4
tumor_size_sam	0.8697593	2.5x1.5x0.6	1.5x1.5x1
tumor_size_sam	0.85429394	2.5x1.5x0.6	3.5x3.2x1
tumor_size_sam	0.860744	2.5x1.5x0.6	4.5x4.3x2.2
tumor_size_sam	0.93784416	3.5x2.5	5x2.5x2.5
tumor_size_sam	0.92935836	3.5x2.5	3.5x2
tumor_size_sam	0.8924557	3.5x2.5	5.5x3.0x2.5
tumor_size_sam	0.8951403	3.5x2.5	2.5x1.5x0.4
tumor_size_sam	0.8534603	3.5x2.5	3.3x2.8
tumor_size_sam	0.9206506	3.5x2.5	5.5x5
tumor_size_sam	0.8791332	3.5x2.5	3.5x3.2x1
tumor_size_sam	0.8950908	3.5x2.5	4.5x4.3x2.2
tumor_size_sam	0.8795698	3.5x2.5	2.5x1.5x0.6
tumor_size_sam	0.86102533	5.5x4cm	5x2.5x2.5
tumor_size_sam	0.86648375	5.5x4cm	3.5x2
tumor_size_sam	0.902352	5.5x4cm	5.5x5
tumor_size_sam	0.8562068	5.5x4cm	3.5x2.5
tumor_size_sam	0.93283194	4.0×3.0	4.8×4.0
tumor_size_sam	0.85482556	5x3.5x1cm	5x2.5x2.5
tumor_size_sam	0.85844743	5x3.5x1cm	3.5x2
tumor_size_sam	0.86316586	5x3.5x1cm	1.5x1.5x1
tumor_size_sam	0.8572453	5x3.5x1cm	5.5x5
tumor_size_sam	0.8533322	5x3.5x1cm	3.5x3.2x1
tumor_size_sam	0.9327246	5x3.5x1cm	5.5x4cm
tumor_size_sam	0.85666025	3.0x2.8	5.5x3.0x2.5
tumor_size_sam	0.9077287	3.0x2.8	3.0x2.0
tumor_size_sam	0.8609719	5.5×4	5.5×4.0×1.5
tumor_size_sam	0.8937514	5.5×4	5.5×5.0
tumor_size_sam	0.8569161	5.5×4	5.5x5
tumor_size_sam	0.8769797	2.7×1.8	4.8×4.0
tumor_size_sam	0.85094136	5.6x4.5	7x5.5
tumor_size_sam	0.9002874	5.6x4.5	4x4x1.5
tumor_size_sam	0.8591336	5.6x4.5	3.5x2.5
tumor_size_sam	0.86352074	3.5×3.2	5.5×4.0×1.5
tumor_size_sam	0.85504687	3.5×3.2	5.5×5.0
tumor_size_sam	0.8758271	3.5×3.2	5.5×4
tumor_size_sam	0.8634864	3.5×3.2	2.7×1.8
tumor_size_sam	0.8545646	8x5	7x5.5
tumor_size_sam	0.88073194	number 4.4cm	number 6.5cm
tumor_size_sam	0.8678942	number 4.4cm	4cm
tumor_size_sam	0.85417914	5.6x2	5.6x4.5
tumor_size_sam	0.9247124	numeric x numeric x number cm numeric x numeric x numeric cm processing	number x numeric x numeric cm
tumor_size_sam	0.86667705	6x5x2.3	7x5.5
tumor_size_sam	0.8634287	6x5x2.3	5.6x2
