name	score	s1	s2
ww_surv_target_1_conc_sam	0.8860513	50,000	79,000
ww_surv_target_1_conc_sam	0.94042844	73,000	79,000
ww_surv_target_1_conc_sam	0.87950516	73,000	50,000
ww_surv_target_1_conc_sam	0.8814435	110,000	79,000
ww_surv_target_1_conc_sam	0.8705028	110,000	73,000
ww_surv_target_1_conc_sam	0.8973359	190,000	79,000
ww_surv_target_1_conc_sam	0.86516833	190,000	50,000
ww_surv_target_1_conc_sam	0.8774866	190,000	73,000
ww_surv_target_1_conc_sam	0.8934216	190,000	110,000
ww_surv_target_1_conc_sam	0.9237095	54,000	79,000
ww_surv_target_1_conc_sam	0.905341	54,000	50,000
ww_surv_target_1_conc_sam	0.9240725	54,000	73,000
ww_surv_target_1_conc_sam	0.89250696	54,000	110,000
ww_surv_target_1_conc_sam	0.87643486	54,000	190,000
ww_surv_target_1_conc_sam	0.8541781	240,000	79,000
ww_surv_target_1_conc_sam	0.86464083	240,000	73,000
ww_surv_target_1_conc_sam	0.86267805	240,000	110,000
ww_surv_target_1_conc_sam	0.8961657	240,000	190,000
ww_surv_target_1_conc_sam	0.85950017	240,000	54,000
ww_surv_target_1_conc_sam	0.89773715	33,000	79,000
ww_surv_target_1_conc_sam	0.89277554	33,000	50,000
ww_surv_target_1_conc_sam	0.9169127	33,000	73,000
ww_surv_target_1_conc_sam	0.8573768	33,000	110,000
ww_surv_target_1_conc_sam	0.85460615	33,000	190,000
ww_surv_target_1_conc_sam	0.9137795	33,000	54,000
ww_surv_target_1_conc_sam	0.9167205	84,000	79,000
ww_surv_target_1_conc_sam	0.9209188	84,000	73,000
ww_surv_target_1_conc_sam	0.87963915	84,000	110,000
ww_surv_target_1_conc_sam	0.8713689	84,000	190,000
ww_surv_target_1_conc_sam	0.9279238	84,000	54,000
ww_surv_target_1_conc_sam	0.8739369	84,000	240,000
ww_surv_target_1_conc_sam	0.8956491	84,000	33,000
ww_surv_target_1_conc_sam	0.85699594	450,000	79,000
ww_surv_target_1_conc_sam	0.87070423	450,000	50,000
ww_surv_target_1_conc_sam	0.88521904	450,000	73,000
ww_surv_target_1_conc_sam	0.8658809	450,000	110,000
ww_surv_target_1_conc_sam	0.88759553	450,000	190,000
ww_surv_target_1_conc_sam	0.88358027	450,000	54,000
ww_surv_target_1_conc_sam	0.87014985	450,000	240,000
ww_surv_target_1_conc_sam	0.871703	450,000	33,000
ww_surv_target_1_conc_sam	0.87066054	450,000	84,000
ww_surv_target_1_conc_sam	0.9453691	39,000	79,000
ww_surv_target_1_conc_sam	0.88901687	39,000	50,000
ww_surv_target_1_conc_sam	0.9203223	39,000	73,000
ww_surv_target_1_conc_sam	0.87392914	39,000	110,000
ww_surv_target_1_conc_sam	0.8874632	39,000	190,000
ww_surv_target_1_conc_sam	0.93926024	39,000	54,000
ww_surv_target_1_conc_sam	0.8697938	39,000	240,000
ww_surv_target_1_conc_sam	0.9395348	39,000	33,000
ww_surv_target_1_conc_sam	0.90391266	39,000	84,000
ww_surv_target_1_conc_sam	0.8785442	39,000	450,000
ww_surv_target_1_conc_sam	0.92205334	41,000	79,000
ww_surv_target_1_conc_sam	0.9009583	41,000	50,000
ww_surv_target_1_conc_sam	0.9172478	41,000	73,000
ww_surv_target_1_conc_sam	0.882332	41,000	110,000
ww_surv_target_1_conc_sam	0.8870542	41,000	190,000
ww_surv_target_1_conc_sam	0.9261453	41,000	54,000
ww_surv_target_1_conc_sam	0.8579551	41,000	240,000
ww_surv_target_1_conc_sam	0.9235411	41,000	33,000
ww_surv_target_1_conc_sam	0.9170599	41,000	84,000
ww_surv_target_1_conc_sam	0.8752636	41,000	450,000
ww_surv_target_1_conc_sam	0.95412076	41,000	39,000
ww_surv_target_1_conc_sam	0.8631301	290,000	79,000
ww_surv_target_1_conc_sam	0.8650434	290,000	73,000
ww_surv_target_1_conc_sam	0.8809968	290,000	110,000
ww_surv_target_1_conc_sam	0.89686203	290,000	190,000
ww_surv_target_1_conc_sam	0.88500476	290,000	240,000
ww_surv_target_1_conc_sam	0.85261095	290,000	33,000
ww_surv_target_1_conc_sam	0.8712327	290,000	84,000
ww_surv_target_1_conc_sam	0.86302304	290,000	450,000
ww_surv_target_1_conc_sam	0.8542967	290,000	39,000
ww_surv_target_1_conc_sam	0.86948955	290,000	41,000
ww_surv_target_1_conc_sam	0.9006255	17,000	79,000
ww_surv_target_1_conc_sam	0.8812121	17,000	50,000
ww_surv_target_1_conc_sam	0.8984194	17,000	73,000
ww_surv_target_1_conc_sam	0.86668706	17,000	110,000
ww_surv_target_1_conc_sam	0.88820636	17,000	190,000
ww_surv_target_1_conc_sam	0.89768255	17,000	54,000
ww_surv_target_1_conc_sam	0.91125786	17,000	33,000
ww_surv_target_1_conc_sam	0.8629689	17,000	84,000
ww_surv_target_1_conc_sam	0.9003185	17,000	39,000
ww_surv_target_1_conc_sam	0.90131956	17,000	41,000
ww_surv_target_1_conc_sam	0.85107875	230,000	79,000
ww_surv_target_1_conc_sam	0.87091666	230,000	73,000
ww_surv_target_1_conc_sam	0.8616104	230,000	110,000
ww_surv_target_1_conc_sam	0.9015853	230,000	190,000
ww_surv_target_1_conc_sam	0.9088435	230,000	240,000
ww_surv_target_1_conc_sam	0.86300814	230,000	33,000
ww_surv_target_1_conc_sam	0.86246663	230,000	450,000
ww_surv_target_1_conc_sam	0.85711163	230,000	39,000
ww_surv_target_1_conc_sam	0.85014236	230,000	41,000
ww_surv_target_1_conc_sam	0.90194565	230,000	290,000
ww_surv_target_1_conc_sam	0.8903065	30,000	79,000
ww_surv_target_1_conc_sam	0.8976644	30,000	50,000
ww_surv_target_1_conc_sam	0.88938236	30,000	73,000
ww_surv_target_1_conc_sam	0.88542676	30,000	110,000
ww_surv_target_1_conc_sam	0.881136	30,000	190,000
ww_surv_target_1_conc_sam	0.8847364	30,000	54,000
ww_surv_target_1_conc_sam	0.86566675	30,000	240,000
ww_surv_target_1_conc_sam	0.9194999	30,000	33,000
ww_surv_target_1_conc_sam	0.87024057	30,000	84,000
ww_surv_target_1_conc_sam	0.8710842	30,000	450,000
ww_surv_target_1_conc_sam	0.9076543	30,000	39,000
ww_surv_target_1_conc_sam	0.9031182	30,000	41,000
ww_surv_target_1_conc_sam	0.88053185	30,000	290,000
ww_surv_target_1_conc_sam	0.8925319	30,000	17,000
ww_surv_target_1_conc_sam	0.90027475	30,000	230,000
ww_surv_target_1_conc_sam	0.8589284	340,000	79,000
ww_surv_target_1_conc_sam	0.8769716	340,000	73,000
ww_surv_target_1_conc_sam	0.8768176	340,000	110,000
ww_surv_target_1_conc_sam	0.8890363	340,000	190,000
ww_surv_target_1_conc_sam	0.8843659	340,000	54,000
ww_surv_target_1_conc_sam	0.9055809	340,000	240,000
