replicate p1c2 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p11e2 of strain y12_y12 evolved in non-fermentable media
replicate p8a10 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p2f7 of strain dbvpg6044_y12 evolved in fermentable media
dvh-mo plk numeric mm rep b2
apple pollen number
replicate p12g3 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p11d11 of strain y12_y12 evolved in non-fermentable media
replicate p9c12 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p9g9 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p6f11 of strain evolved in fermentable media
'' replicate `` a86 '' of strain `` e86 '' evolved in non-fermentable media ''
replicate p2c11 of strain dbvpg6044_y12 evolved in fermentable media
replicate p9d3 of strain dbvpg6044_y12 evolved in non-fermentable media
adar+/+ number read1
dvh-mo plk numeric mm rep a1
replicate p1g3 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p10g9 of strain y12_dbvpg6044 evolved in non-fermentable media
dvh-mo plk numeric mm rep c
replicate p12g5 of strain dbvpg6044_273614n evolved in non-fermentable media
peach leaf and flower number
apple leaf and flower number
replicate p11a1 of strain y12_y12 evolved in non-fermentable media
replicate p9a10 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p3f5 of strain y12_dbvpg6044 evolved in fermentable media
replicate p10d12 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p13g11 of strain evolved in non-fermentable media
'' replicate `` a184 '' of strain `` e184 '' evolved in non-fermentable media ''
replicate p8h1 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p9h7 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p6h10 of strain evolved in fermentable media
replicate p9d6 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p9b12 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p8c3 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p12f10 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p4a9 of strain y12_y12 evolved in fermentable media
replicate p10e5 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p12g4 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p10d2 of strain y12_dbvpg6044 evolved in non-fermentable media
'' replicate `` a171 '' of strain `` e171 '' evolved in non-fermentable media ''
replicate p11b9 of strain y12_y12 evolved in non-fermentable media
replicate p13a12 of strain evolved in non-fermentable media
replicate p13c10 of strain evolved in non-fermentable media
'' replicate `` a189 '' of strain `` e189 '' evolved in non-fermentable media ''
replicate p10h12 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p9f7 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p3c12 of strain y12_dbvpg6044 evolved in fermentable media
replicate p11b12 of strain y12_y12 evolved in non-fermentable media
replicate p11b10 of strain y12_y12 evolved in non-fermentable media
replicate p3g5 of strain y12_dbvpg6044 evolved in fermentable media
replicate p2g12 of strain dbvpg6044_y12 evolved in fermentable media
replicate p3d3 of strain y12_dbvpg6044 evolved in fermentable media
replicate p9c9 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p6f12 of strain evolved in fermentable media
replicate p12g9 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p11c7 of strain y12_y12 evolved in non-fermentable media
replicate p1d2 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p6d12 of strain evolved in fermentable media
replicate p1f11 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p8g6 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
'' replicate `` a131 '' of strain `` e131 '' evolved in non-fermentable media ''
replicate p2g10 of strain dbvpg6044_y12 evolved in fermentable media
replicate p12f9 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p9d5 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p10g6 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p2a1 of strain dbvpg6044_y12 evolved in fermentable media
replicate p5c10 of strain dbvpg6044_273614n evolved in fermentable media
replicate p6b8 of strain evolved in fermentable media
replicate p8d9 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p3f2 of strain y12_dbvpg6044 evolved in fermentable media
replicate p6h1 of strain evolved in fermentable media
replicate p1b4 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
dvh-mo bfl 0mm rep b1
replicate p10e9 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p11h1 of strain y12_y12 evolved in non-fermentable media
replicate p12e4 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p3c6 of strain y12_dbvpg6044 evolved in fermentable media
replicate p5e10 of strain dbvpg6044_273614n evolved in fermentable media
'' replicate `` a20 '' of strain `` e20 '' evolved in non-fermentable media ''
'' replicate `` a81 '' of strain `` e81 '' evolved in non-fermentable media ''
replicate p12h3 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p9a1 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p5b7 of strain dbvpg6044_273614n evolved in fermentable media
replicate p2d5 of strain dbvpg6044_y12 evolved in fermentable media
replicate p11g1 of strain y12_y12 evolved in non-fermentable media
replicate p11b11 of strain y12_y12 evolved in non-fermentable media
dvh-mo plk numeric mm rep a2
replicate p1a11 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p4c8 of strain y12_y12 evolved in fermentable media
manshollow20190329fp1000sx
replicate p3h12 of strain y12_dbvpg6044 evolved in fermentable media
replicate p4b7 of strain y12_y12 evolved in fermentable media
replicate p4b2 of strain y12_y12 evolved in fermentable media
replicate p9b4 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p12h1 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p3a12 of strain y12_dbvpg6044 evolved in fermentable media
replicate p12h7 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p11f12 of strain y12_y12 evolved in non-fermentable media
replicate p11e10 of strain y12_y12 evolved in non-fermentable media
replicate p12h6 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p6g5 of strain evolved in fermentable media
'' replicate `` a69 '' of strain `` e69 '' evolved in non-fermentable media ''
'' replicate `` a135 '' of strain `` e135 '' evolved in non-fermentable media ''
'' replicate `` a102 '' of strain `` e102 '' evolved in non-fermentable media ''
'' replicate `` a108 '' of strain `` e108 '' evolved in non-fermentable media ''
'' replicate `` a166 '' of strain `` e166 '' evolved in non-fermentable media ''
replicate p3d5 of strain y12_dbvpg6044 evolved in fermentable media
replicate p11g6 of strain y12_y12 evolved in non-fermentable media
replicate p8f10 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p5b2 of strain dbvpg6044_273614n evolved in fermentable media
replicate p2a7 of strain dbvpg6044_y12 evolved in fermentable media
'' replicate `` a159 '' of strain `` e159 '' evolved in non-fermentable media ''
replicate p9d1 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p5h5 of strain dbvpg6044_273614n evolved in fermentable media
replicate p12a7 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p12e8 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p1b7 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
'' replicate `` a31 '' of strain `` e31 '' evolved in non-fermentable media ''
replicate p8c1 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
before-060
manshollow20190329fc10ksx
replicate p4e6 of strain y12_y12 evolved in fermentable media
replicate p8a1 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
peach hive number
replicate p4a5 of strain y12_y12 evolved in fermentable media
replicate p10e7 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p12d7 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p6g4 of strain evolved in fermentable media
replicate p9b2 of strain dbvpg6044_y12 evolved in non-fermentable media
cherry pollen number
'' replicate `` a107 '' of strain `` e107 '' evolved in non-fermentable media ''
manshollow20190329fcfp100sx
cherry forager number
replicate p10c4 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p13c1 of strain evolved in non-fermentable media
replicate p11h12 of strain y12_y12 evolved in non-fermentable media
replicate p11f3 of strain y12_y12 evolved in non-fermentable media
replicate p6f2 of strain evolved in fermentable media
replicate p1b10 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
as-after-000
1st instar larvae
replicate p10b7 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p1a9 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
'' replicate `` a61 '' of strain `` e61 '' evolved in non-fermentable media ''
as-after-020
replicate p1g10 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p6g9 of strain evolved in fermentable media
replicate p1h4 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p12h5 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p13f1 of strain evolved in non-fermentable media
replicate p1f6 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p5f6 of strain dbvpg6044_273614n evolved in fermentable media
replicate p11c1 of strain y12_y12 evolved in non-fermentable media
replicate p2h9 of strain dbvpg6044_y12 evolved in fermentable media
replicate p12a5 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p1e6 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p5b1 of strain dbvpg6044_273614n evolved in fermentable media
replicate p2c9 of strain dbvpg6044_y12 evolved in fermentable media
replicate p2d1 of strain dbvpg6044_y12 evolved in fermentable media
replicate p12b4 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p6e5 of strain evolved in fermentable media
replicate p2a2 of strain dbvpg6044_y12 evolved in fermentable media
replicate p6a10 of strain evolved in fermentable media
'' replicate `` a54 '' of strain `` e54 '' evolved in non-fermentable media ''
'' replicate `` a180 '' of strain `` e180 '' evolved in non-fermentable media ''
replicate p8d8 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p2f10 of strain dbvpg6044_y12 evolved in fermentable media
replicate p2g2 of strain dbvpg6044_y12 evolved in fermentable media
replicate p2f5 of strain dbvpg6044_y12 evolved in fermentable media
replicate p6a7 of strain evolved in fermentable media
'' replicate `` a149 '' of strain `` e149 '' evolved in non-fermentable media ''
replicate p1a10 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p6g1 of strain evolved in fermentable media
replicate p4f6 of strain y12_y12 evolved in fermentable media
'' replicate `` a185 '' of strain `` e185 '' evolved in non-fermentable media ''
replicate p8d10 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p6f8 of strain evolved in fermentable media
replicate p9e12 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p9h1 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p11e3 of strain y12_y12 evolved in non-fermentable media
'' replicate `` a200 '' of strain `` e200 '' evolved in non-fermentable media ''
replicate p6b12 of strain evolved in fermentable media
replicate p1h11 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p11g11 of strain y12_y12 evolved in non-fermentable media
replicate p5f2 of strain dbvpg6044_273614n evolved in fermentable media
replicate p6h5 of strain evolved in fermentable media
replicate p6b10 of strain evolved in fermentable media
replicate p1d3 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
'' replicate `` a193 '' of strain `` e193 '' evolved in non-fermentable media ''
replicate p12d10 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p1a2 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
'' replicate `` a183 '' of strain `` e183 '' evolved in non-fermentable media ''
replicate p9g7 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p10f5 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p4a2 of strain y12_y12 evolved in fermentable media
replicate p3b2 of strain y12_dbvpg6044 evolved in fermentable media
replicate p11f10 of strain y12_y12 evolved in non-fermentable media
replicate p6f6 of strain evolved in fermentable media
'' replicate `` a63 '' of strain `` e63 '' evolved in non-fermentable media ''
replicate p2e9 of strain dbvpg6044_y12 evolved in fermentable media
replicate p2h5 of strain dbvpg6044_y12 evolved in fermentable media
replicate p3f4 of strain y12_dbvpg6044 evolved in fermentable media
replicate p3c10 of strain y12_dbvpg6044 evolved in fermentable media
replicate p13g3 of strain evolved in non-fermentable media
apricot forager number
replicate p10d10 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p2c7 of strain dbvpg6044_y12 evolved in fermentable media
replicate p9f10 of strain dbvpg6044_y12 evolved in non-fermentable media
'' replicate `` a174 '' of strain `` e174 '' evolved in non-fermentable media ''
replicate p1e4 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p13h1 of strain evolved in non-fermentable media
'' replicate `` a64 '' of strain `` e64 '' evolved in non-fermentable media ''
'' replicate `` a116 '' of strain `` e116 '' evolved in non-fermentable media ''
replicate p8h11 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p4g2 of strain y12_y12 evolved in fermentable media
replicate p9h5 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p12h2 of strain dbvpg6044_273614n evolved in non-fermentable media
'' replicate `` a196 '' of strain `` e196 '' evolved in non-fermentable media ''
replicate p8f8 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
'' replicate `` a83 '' of strain `` e83 '' evolved in non-fermentable media ''
replicate p8c6 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p9b3 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p4h6 of strain y12_y12 evolved in fermentable media
replicate p2d4 of strain dbvpg6044_y12 evolved in fermentable media
replicate p12g6 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p12h11 of strain dbvpg6044_273614n evolved in non-fermentable media
adar-/-mavs-/- number read1
replicate p5a12 of strain dbvpg6044_273614n evolved in fermentable media
replicate p12d3 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p6d8 of strain evolved in fermentable media
replicate p3a9 of strain y12_dbvpg6044 evolved in fermentable media
replicate p1c7 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p12d9 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p3g10 of strain y12_dbvpg6044 evolved in fermentable media
replicate p10c2 of strain y12_dbvpg6044 evolved in non-fermentable media
'' replicate `` a136 '' of strain `` e136 '' evolved in non-fermentable media ''
replicate p10a9 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p11f5 of strain y12_y12 evolved in non-fermentable media
'' replicate `` a167 '' of strain `` e167 '' evolved in non-fermentable media ''
before-090
'' replicate `` a161 '' of strain `` e161 '' evolved in non-fermentable media ''
replicate p5g5 of strain dbvpg6044_273614n evolved in fermentable media
replicate p12c12 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p8c9 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p1b5 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p11b6 of strain y12_y12 evolved in non-fermentable media
replicate p6b7 of strain evolved in fermentable media
replicate p11d2 of strain y12_y12 evolved in non-fermentable media
'' replicate `` a134 '' of strain `` e134 '' evolved in non-fermentable media ''
'' replicate `` a127 '' of strain `` e127 '' evolved in non-fermentable media ''
replicate p10b1 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p11f4 of strain y12_y12 evolved in non-fermentable media
replicate p9b9 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p5h10 of strain dbvpg6044_273614n evolved in fermentable media
replicate p2b8 of strain dbvpg6044_y12 evolved in fermentable media
'' replicate `` a157 '' of strain `` e157 '' evolved in non-fermentable media ''
replicate p10h6 of strain y12_dbvpg6044 evolved in non-fermentable media
peach pollen number
replicate p13g12 of strain evolved in non-fermentable media
replicate p9h6 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p11a6 of strain y12_y12 evolved in non-fermentable media
replicate p9h3 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p5a8 of strain dbvpg6044_273614n evolved in fermentable media
replicate p3h4 of strain y12_dbvpg6044 evolved in fermentable media
'' replicate `` a43 '' of strain `` e43 '' evolved in non-fermentable media ''
replicate p6e1 of strain evolved in fermentable media
replicate p10e1 of strain y12_dbvpg6044 evolved in non-fermentable media
'' replicate `` a204 '' of strain `` e204 '' evolved in non-fermentable media ''
replicate p4d9 of strain y12_y12 evolved in fermentable media
replicate p11h6 of strain y12_y12 evolved in non-fermentable media
replicate p9h2 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p2a5 of strain dbvpg6044_y12 evolved in fermentable media
replicate p10h10 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p3a8 of strain y12_dbvpg6044 evolved in fermentable media
replicate p2c1 of strain dbvpg6044_y12 evolved in fermentable media
replicate p3f1 of strain y12_dbvpg6044 evolved in fermentable media
pupae
replicate p10h8 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p2a6 of strain dbvpg6044_y12 evolved in fermentable media
replicate p4g9 of strain y12_y12 evolved in fermentable media
replicate p13b12 of strain evolved in non-fermentable media
replicate p11g12 of strain y12_y12 evolved in non-fermentable media
'' replicate `` a89 '' of strain `` e89 '' evolved in non-fermentable media ''
replicate p4f7 of strain y12_y12 evolved in fermentable media
replicate p1e5 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
'' replicate `` a118 '' of strain `` e118 '' evolved in non-fermentable media ''
replicate p3f8 of strain y12_dbvpg6044 evolved in fermentable media
replicate p6d10 of strain evolved in fermentable media
replicate p3h3 of strain y12_dbvpg6044 evolved in fermentable media
replicate p9g12 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p4e1 of strain y12_y12 evolved in fermentable media
replicate p2a4 of strain dbvpg6044_y12 evolved in fermentable media
'' replicate `` a186 '' of strain `` e186 '' evolved in non-fermentable media ''
replicate p13f2 of strain evolved in non-fermentable media
replicate p3h6 of strain y12_dbvpg6044 evolved in fermentable media
replicate p5d8 of strain dbvpg6044_273614n evolved in fermentable media
replicate p10a6 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p4h4 of strain y12_y12 evolved in fermentable media
'' replicate `` a22 '' of strain `` e22 '' evolved in non-fermentable media ''
replicate p8g7 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
'' replicate `` a169 '' of strain `` e169 '' evolved in non-fermentable media ''
replicate p12d2 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p2f8 of strain dbvpg6044_y12 evolved in fermentable media
replicate p1a4 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
dvh-mo plk 0mm rep b1
replicate p2e5 of strain dbvpg6044_y12 evolved in fermentable media
replicate p11d10 of strain y12_y12 evolved in non-fermentable media
replicate p2h8 of strain dbvpg6044_y12 evolved in fermentable media
'' replicate `` a88 '' of strain `` e88 '' evolved in non-fermentable media ''
replicate p8b2 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p11d12 of strain y12_y12 evolved in non-fermentable media
'' replicate `` a78 '' of strain `` e78 '' evolved in non-fermentable media ''
replicate p10d9 of strain y12_dbvpg6044 evolved in non-fermentable media
'' replicate `` a74 '' of strain `` e74 '' evolved in non-fermentable media ''
replicate p1a8 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p13f12 of strain evolved in non-fermentable media
apricot pollen number
replicate p4f3 of strain y12_y12 evolved in fermentable media
'' replicate `` a150 '' of strain `` e150 '' evolved in non-fermentable media ''
replicate p9b1 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p12c10 of strain dbvpg6044_273614n evolved in non-fermentable media
replicate p8d5 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p5d2 of strain dbvpg6044_273614n evolved in fermentable media
replicate p3e6 of strain y12_dbvpg6044 evolved in fermentable media
peach forager number
'' replicate `` a37 '' of strain `` e37 '' evolved in non-fermentable media ''
replicate p9f4 of strain dbvpg6044_y12 evolved in non-fermentable media
'' replicate `` a15 '' of strain `` e15 '' evolved in non-fermentable media ''
replicate p9e11 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p8d1 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p8f9 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p5d11 of strain dbvpg6044_273614n evolved in fermentable media
replicate p1g9 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p13g1 of strain evolved in non-fermentable media
replicate p12a10 of strain dbvpg6044_273614n evolved in non-fermentable media
'' replicate `` a50 '' of strain `` e50 '' evolved in non-fermentable media ''
replicate p4h11 of strain y12_y12 evolved in fermentable media
replicate p2b6 of strain dbvpg6044_y12 evolved in fermentable media
'' replicate `` a112 '' of strain `` e112 '' evolved in non-fermentable media ''
replicate p8g10 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p13f3 of strain evolved in non-fermentable media
replicate p4d6 of strain y12_y12 evolved in fermentable media
replicate p6e2 of strain evolved in fermentable media
replicate p6c10 of strain evolved in fermentable media
replicate p10g11 of strain y12_dbvpg6044 evolved in non-fermentable media
replicate p1f4 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p11d8 of strain y12_y12 evolved in non-fermentable media
replicate p1h7 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p3h10 of strain y12_dbvpg6044 evolved in fermentable media
replicate p1e9 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p5a6 of strain dbvpg6044_273614n evolved in fermentable media
replicate p9d2 of strain dbvpg6044_y12 evolved in non-fermentable media
replicate p2h3 of strain dbvpg6044_y12 evolved in fermentable media
replicate p5h8 of strain dbvpg6044_273614n evolved in fermentable media
before-010
replicate p8e4 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p4f4 of strain y12_y12 evolved in fermentable media
replicate p1b3 of strain dbvpg6044_dbvpg6044 evolved in fermentable media
replicate p3b7 of strain y12_dbvpg6044 evolved in fermentable media
replicate p2h12 of strain dbvpg6044_y12 evolved in fermentable media
before-100
replicate p5h7 of strain dbvpg6044_273614n evolved in fermentable media
replicate p8c5 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p6e7 of strain evolved in fermentable media
replicate p8b1 of strain dbvpg6044_dbvpg6044 evolved in non-fermentable media
replicate p11c10 of strain y12_y12 evolved in non-fermentable media
replicate p13e12 of strain evolved in non-fermentable media
replicate p9g10 of strain dbvpg6044_y12 evolved in non-fermentable media
