zenaida graysoni
uroplatus fimbriatus
callorhinus ursinus
strabomantis bufoniformis
melaenornis infuscatus
neophoca cinerea
artibeus jamaicensis
lama guanicoe
tragelaphus oryx
physignathus cocincinus
anaxyrus terrestris
passer_domesticus
menacanthus eurysternus
polyplectron napoleonis
cercopithecus cephus
pycnonotus_barbatus
cosmopsarus regius
anthus_novaeseelandiae
hieraaetus wahlbergi
podargus strigoides
lycaon pictus
gonocephalus chamaeleuntinus
cacatua moluccensis
lamprotornis_chalybaeus
suricata suricatta
tamandua tetradactyla
testudo hermanni
sarcoramphus papa
aneides aeneus
vicugna vicugna
phoenicopterus chilensis
cariama cristata
mimus polyglottas
ammodramus bairdii
ducula bicolor
myrmecophaga tridactyla
gerbillurus paeba
eurycea bislineata
bubulcus_ibis
giraffa camelopardalis
mustela putorius furo
chrysolophus pictus
caprimulgus_pectoralis
cinnyricinclus leucogaster
rhacodactylus leachianus
saguinus labiatus
oreothlypis ruficapilla
hypargos_niveoguttatus
melopsittacus undulatus platycercini
glareola_pratincola
oryx dammah
tangara episcopus
centropus_superciliosus
macropus rufus
paradisaea raggiana
hypogeomys antinena
thryomanes bewickii
dolichonyx oryzivorus
macroscelides proboscideus
phoenicopterus ruber
troglodytes aedon
zoothera_gurneyi
strix varia
ceyx pictus
pytilia_melba
treron waalia
camaroptera_brachyura
pavo cristata
laniarius_ferrugineus
dinemellia dinemelli
pyxis arachnoides
tragulus javanicus
xanthocephalus xanthocephalus
diceros bicornis michaeli
lasiorhinus latifrons
centropus_senegalensis
callithrix geoffroyi
cardinalis cardinalis
mandrillus leucophaeus
ninox novaeseelandiae
crocodylus rhombifer
geopelia cuneata
saguinus oedipus
canis lupus signatus
indicator_variegatus
dryocopus pileatus
panthera leo
molothrus ater
eremophilla alpestris
kobus ellipsiprymnus
addax nasomaculatus
lonchura_fringilloides
hylomantis lemur or atelopus zeteki
dumetella carolinensis
panthera onca
coracina_pectoralis
dacelo novaeguineae
canis lupus
octodon degus
argusianus argus argus
anas aucklandica nesiotis
indicator_indicator
sylvia_borin
coendou prehensilis
pyrocephalus rubinus
bucorvus abyssinicus
antilope cervicapra
eublepharis macularius
ornithodoros moubata
loxodonta africana
equus przewalskii
equus burchellii quagga
vidua_paradisaea
ramphastos toco
eudyptula minor novaehollandiae
thryothorus ludovicianus
phacochoerus africanus
ichthyomyzon fossor
tragulus napu
heloderma horridum charlesbogerti
procyon lotor
chamaeleo calyptratus
dryoscopus_cubla
columba_livia
bos taurus watusi
equus hemonius
bettongia penicillata
camaroptera_brevicaudata
erythrocebus patas
tragelaphus eurycerus isaaci
ateles fusciceps robustus
hippotragus equinus
eudromia elegans
dasyurus maculatus
erythropygia paena
charadrius obscurus
theloderma corticale
cabassous unicinctus
acrocephalus_cinnamomeus
pongo abelii
elephantulus intufi
nestor meridionalis
vidua_funerea
picoides pubescens
baeolophus atricristatus
leontopithecus chrysomelas
mantella aurantiaca
dracaena guianensis
tyto alba alba
leucopsar rothschildi
uroplatus lineatus
tyrannus tyrannus
equus asinus africanus
contopus virens
contopus sordidulus
antidorcas marsupialis
morelia viridis
seiurus aurocapilla
calamonastes_stierlingi
balantiopteryx plicata
elephas maximus maximus
phalacrocorax punctatus
vulpes zerda
equus burchelli chapmani
calcarius ornatus
archeopsylla
elephas maximus
oryx gazella
colobus angolensis
psarocolius decumanus
cebus apella
alisterus scapularis
tapirus terrestris
acinonyx jubatus
chinchilla lanigera
panthera leo krugeri
dendrobates tinctorius
nephrurus amyae
anthropoides paradiseus
ailurus fulgens refulgens
sus cebifrons negrinus
astrochelys yniphora
litoria infrafrenata
eulemur rufus
pseudopus apodus
glaucidium_perlatum
mephitis mephitis
corucia zebrata
falco_subbuteo
acrocephalus_na
hylobates lar
equus asinus somalicus
cairina_moschata
cyanocorax yncas glaucescens
nyctereutes procyonoides
potos flavus
symphalangus syndactylus
procavia capensis
callosciurus prevosti
axis axis
lutra lutra
muscicapa_striata
probosciger aterrimus
accipiter_tachiro
rhyticeros undulatus
varanus macraei
urocitellus richardsonii
phyllobates bicolor
equus grevyi
corynorhinus townsendii
drymarchon corais couperi
hymenolaimus malacorhynchos
merops_apiaster
tragelaphus imberbis
macaca sylvanus
corallus hortulanus hortulanus
microcebus murinus
pytilia_afra
streptopelia_capicola
giraffa camelopardalis reticulata
macaca silenus
cercopithecus neglectus
kerodon rupestris
merops_boehmi
trachycephalus resinifictrix
ramphocelus carbo
plethodon shenandoah
raphicerus campestris
elephas maximus indicus
paroaria coronata
eunectes murinus
ammodramus maritimus
plocepasser mahali
gopherus polyphemus
hystrix africaeaustralis
varecia variegata variegata
varanus prasinus
python molurus bivittatus
pseudois nayaur
dendrobates azureus
muscicapa_coerulescens
pronolagus rupestris
garrulax leucolophus
axis porcinus
coturnix coturnix
puma yagouaroundi
callithrix argentata
treron calvus
threskiornis aethiopicus
charadrius vociferous
platalea ajaja
pteronura brasiliensis
serinus_canicollis
mergellus albellus
boa constrictor
sheppardia sharpei
caracal caracal
cynictis penicillata
alaudidae sp
columba guinea
zalophus californianus
aldabrachelys gigantea
melursus ursinus
pheucticus chrysogaster
myiarchus cinerascens
dolichotis patagonum
loxodonta africana africana
goura victoria
dendroica petechia
passer_griseus
astrochelys radiata
phascolarctos cinereus
telophorus zeylonus
cervus nippon
cyanopica cyanus
budorcas taxicolor
trichoglossus haematodus
pteropus poliocephalus
bos javanicus
echinops telfairi
lampropeltis alterna
rhabdomys pumilio
sturnella neglecta
bothriechis schlegelii
equus burchellii
boselaphus tragocamelus
bubo lacteus
panthera uncia
potos flavus megalotus
atelopus varius zeteki
aonyx cinerea
okapia johnstoni
camelus dromedarius
psittacus erithacus
scopus umbretta
saguinus imperator
connochates taurinus
puma concolor
pseudechis papuanus
capra hircus hircus saanen
muscicapa_caerulescens
speothos venaticus
geochelone platynota
connochaetes gnou
shinisaurus crocodilurus
panthera tigris sumatrae
pseudocheirus peregrinus peregrinus
anolis allisoni
dasyprocta azarae
malacochersus tornieri
laniarius_fulleborni
anas platyrhynchos
euphagus cyanocephalus
papio papio
myotis volans
uromastyx aegyptia
cacatua leadbeateri leadbeateri
grus carunculatus
otocyon megalotis
tockus deckeni
muntiacus reevesi
aratinga solstitialis arini
callosciurus prevostii
ovis aries aries
atelerix albiventris
mustela nigripes
choloepus hoffmanni
elaphe schrenckii
sus scrofa scrofa kunekune
stigmochelys pardalis
notamacropus parma
passerina ciris
ploceus_velatus
corvus albus
nerodia sipedon
sylvicapra grimmia
ixobrychus_sturmii
ammotragus lervia
laniurus atrococcineus
cynomys ludovicianus marmotini
oryx beisa
arctocephalus tropicalis
alcelaphus buselaphus
trachypithecus auratus
cyclura collei
agapornis fischeri psittaculuni
tupaia belangeri
saguinus labiatus labiatus
pongo pygmaeus
oryx leucoryx
buteo jamaicensis
hypogeomys antimena
anolis smallwoodi
incilius signifer
anodorhynchus hyacinthinus
cryptoprocta ferox
tragelaphus eurycerus
kaupifalco_monogrammicus
drymarchon couperi
anolis barbatus
kobus leche
mungos mungo
sturnira lilium
aix galericulata
haliaeetus albicilla
lampropeltis getula
ailuropoda melanoleuca
cacatua haematuropygia
pauxi pauxi
tachycineta bicolor
python regius
urocolius macrourus
lynx rufus
helogale hirtula
cercopithecus ascanius
tockus erythrorhynchus
aspidites ramsayi
parabuteo unicinctus
prinia flavicans
colobus guereza kikuyensis
phyllobates terribilis
saguinus geoffroyi
semnopithecus entellus
helarctos malayanus
bubulcus ibis
eurypyga helias
anas discors
equus caballus
cuora bourreti
plethodon cinereus
haliaeetus leucocephalus
eira barbara
cephalophus silvicultor
hyaena hyaena
ara chloropterus
lepidobatrachus asper
ursus arctos syriacus
bucorvus leadbeateri
aix sponsa
ara ararauna arini
coua cristata cristata
glossophaga morenoi
lanius ludovicianus
torgos tracheliotus
pongo pygmaeus abelii
galerella pulverulenta
iguana iguana
dasyprocta leporina
alligator mississippiensis
manouria impressa
alouatta caraya
eurycea longicauda
arctictis binturong
centrochelys sulcata
falco biarmicus
acryllium vulturinum
prolemur simus
galictis vittata
rhinoceros unicornis
padda oryzivora
psittacus erithacus psittacini
